"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2020","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","21,650",""
"SURVEY","2020","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,800",""
"SURVEY","2020","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,200",""
"SURVEY","2020","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,400",""
"SURVEY","2020","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,850",""
"SURVEY","2020","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,550",""
"SURVEY","2020","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,300",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,850",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,050",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","21,650",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,800",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,200",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,400",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,900",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,550",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,300",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,800",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,000",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","21,650",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,800",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,150",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,450",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,900",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,400",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,600",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,850",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,050",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","21,700",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,750",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,200",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,450",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,800",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,450",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,300",""
"SURVEY","2019","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,900",""
"SURVEY","2019","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,950",""
"SURVEY","2019","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,750",""
"SURVEY","2019","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","21,200",""
"SURVEY","2019","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,650",""
"SURVEY","2019","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,600",""
"SURVEY","2019","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,700",""
"SURVEY","2019","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,000",""
"SURVEY","2019","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,900",""
"SURVEY","2019","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,850",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,900",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,000",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,750",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","21,200",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,550",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,600",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,700",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,000",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","26,000",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,750",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,950",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,050",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,800",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","21,200",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,650",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,500",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,850",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,100",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","26,100",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,150",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,100",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,300",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,850",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","21,350",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,700",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,200",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,850",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,050",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","26,400",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,250",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2018","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,100",""
"SURVEY","2018","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","22,450",""
"SURVEY","2018","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,900",""
"SURVEY","2018","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,400",""
"SURVEY","2018","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","26,750",""
"SURVEY","2018","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2018","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,000",""
"SURVEY","2018","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,650",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,100",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","22,450",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,900",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,400",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","26,750",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,000",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,650",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,150",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","22,450",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,900",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,400",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","26,750",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","26,750",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,600",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,450",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,350",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","22,600",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,950",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","28,500",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,100",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,550",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,000",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,000",""
"SURVEY","2017","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,950",""
"SURVEY","2017","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","29,200",""
"SURVEY","2017","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","31,150",""
"SURVEY","2017","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","22,300",""
"SURVEY","2017","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","30,600",""
"SURVEY","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","27,950",""
"SURVEY","2017","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE","TOTAL","NOT SPECIFIED","25,700",""
